82,paul-carson,16200,1696.94,385,2024-07-01,7
83,mark-ryan,1316,1634.79,641,2024-08-11,10
84,ricky-grimes,12053,265.35,1075,2024-04-05,2
85,vanessa-lopez,2917,595.38,1084,2024-06-20,7
86,susan-harris,4416,159.36,298,2022-12-19,8
87,matthew-berger,4630,1373.55,360,2024-03-18,16
88,matthew-ramirez,6503,1017.87,1221,2023-07-28,2
89,timothy-brown,14926,879.8,1217,2022-11-15,16
90,christopher-russell,12090,947.03,1095,2024-02-03,9
91,tracy-tate,8384,178.69,815,2023-07-21,5
92,kathryn-hanson,3988,71.95,829,2023-10-31,10
93,anthony-goodman,8851,801.87,510,2024-09-04,6
94,valerie-lopez,1963,636.03,745,2023-08-20,3
95,david-bullock,15099,822.52,760,2023-10-28,9
96,angela-harrison,4558,1909.7,1107,2023-05-27,18
97,eugene-harper,2948,1051.36,142,2024-05-23,16
98,sherry-mclaughlin,13993,421.97,686,2023-07-05,14
99,justin-lee,11602,1453.55,253,2023-09-18,10
100,donald-dixon,9652,943.65,701,2023-10-16,17
101,william-anderson,1399,1178.27,954,2023-12-25,14
102,heather-landry,14376,914.07,698,2023-02-27,14
103,mr.-marc-carter,11238,1828.42,375,2024-03-25,2
104,tina-grimes,15434,1020.62,557,2022-11-21,7
105,jeremy-gomez,9614,527.76,797,2024-02-03,14
106,hector-reid,5863,596.25,920,2024-09-04,6
107,robert-terry,15630,756.5,1089,2023-01-18,5
108,tracy-lawrence,5502,319.48,653,2024-07-22,5
109,brianna-hayes,15008,664.97,328,2024-05-01,20
110,michele-buck,1119,159.22,598,2023-02-25,3
111,andrew-valdez,10852,1718.22,990,2023-03-07,8
112,meghan-greer,15226,1512.33,186,2023-10-29,4
113,michael-taylor,3024,1447.24,185,2023-11-27,9
114,mr.-donald-murphy,11941,1246.01,1034,2023-10-19,5
115,renee-schneider,15807,1868.25,1065,2024-04-23,12
116,scott-spence,13302,1446.37,357,2023-09-23,20
117,patrick-dillon,1632,1970.38,129,2022-10-25,19
118,gregory-wallace-dvm,1490,392.97,1094,2023-04-07,6
119,rebecca-lucero-phd,633,1603.04,376,2023-08-05,13
120,jeanette-carrillo,279,1907.96,891,2023-04-10,7
121,catherine-carter,10217,1654.05,222,2024-05-15,6
122,matthew-andrews,3315,1426.07,896,2023-10-31,14
123,amber-collins,3740,1849.12,264,2023-10-15,4
124,brandon-garcia,9340,839.19,1088,2023-08-04,7
125,laura-franco,3328,1362.41,916,2022-12-09,14
126,michele-rojas,10625,172.05,893,2023-11-05,10
127,brenda-boyd,9657,1019.83,1030,2024-08-04,6
128,ryan-miller,12612,214.28,955,2023-10-28,10
129,jose-smith,3216,643.61,937,2022-12-21,12
130,lindsay-martinez,4388,1132.94,226,2024-08-26,19
131,erin-russell,9301,1078.0,738,2024-08-14,20
132,william-beltran,403,1454.5,613,2023-09-22,9
133,michael-wilcox,16283,668.68,1104,2023-10-06,15
134,kristine-knight,13646,1126.69,1047,2023-04-05,11
135,elizabeth-sandoval,6262,1215.57,313,2024-03-03,20
136,aaron-kim,11592,47.49,1122,2024-04-30,12
137,dave-phillips,2783,635.57,614,2024-06-04,18
138,jay-smith,318,792.38,163,2024-07-11,2
139,brianna-reeves,11976,506.44,691,2024-03-03,12
140,alison-foley,9128,1348.16,797,2023-06-21,15
141,judy-johnston,12442,125.5,739,2024-09-08,11
142,leah-lawrence,5338,1726.49,226,2024-05-28,19
143,joshua-garza,14932,494.14,448,2023-12-11,14
144,matthew-brown,14148,1131.24,700,2023-06-08,6
145,emily-martin,12300,1225.44,389,2023-02-05,3
146,brian-bass,9801,1704.33,1208,2023-01-13,10
147,cody-everett,14668,129.12,710,2024-04-03,7
148,nicole-valentine,14958,1704.72,227,2023-09-18,12
149,taylor-henderson,14074,1818.65,237,2024-08-12,4
150,allison-cox,4038,57.18,955,2023-01-23,12
151,robert-russell,2513,1193.5,208,2023-11-06,19
152,travis-austin,3710,215.44,946,2023-06-28,19
153,vincent-hutchinson,10571,937.89,879,2023-12-06,18
154,joseph-wong-ii,7100,1146.28,1090,2024-06-19,18
155,todd-steele,13497,311.01,328,2022-10-13,3
156,adrienne-mcdonald,8270,1076.82,398,2023-07-21,15
157,wesley-mcdonald,15912,1263.13,370,2022-10-08,5
158,renee-english,8521,1561.8,1209,2024-05-16,14
159,david-hines,8425,986.03,759,2023-12-05,20
160,william-gordon,3164,807.37,375,2024-04-15,4
161,lauren-martinez,4219,225.28,807,2022-09-22,11
162,jennifer-rojas,12258,1938.96,966,2024-06-23,14
163,james-long,12938,1833.89,991,2023-02-06,6
164,kimberly-hays,8086,917.96,339,2023-03-08,14
165,suzanne-brown,15452,329.72,915,2022-10-20,10
166,dustin-ramirez,2509,170.86,365,2022-11-15,1
167,christopher-mckee,11863,489.46,818,2023-12-17,3
168,stacy-fuller,7782,812.1,847,2023-12-28,16
169,donald-gordon,82,1708.2,295,2023-12-19,13
170,ariel-ortega-md,6141,1409.65,1035,2023-05-29,18
171,kenneth-lucas,4263,1004.23,463,2023-04-21,17
172,kevin-rosales,749,589.4,1047,2023-09-26,10
173,john-wright,12448,1131.1,703,2024-03-31,17
174,mark-thompson,4883,1635.22,1002,2023-08-26,8
175,victoria-garcia,4972,1670.3,366,2023-12-12,19
176,jessica-bowers-dvm,7336,805.6,1097,2023-11-22,2
177,trevor-russell,427,55.33,692,2024-04-21,18
178,diane-knight,10532,876.18,287,2023-03-30,14
179,theresa-hardin,2151,1536.37,179,2023-02-26,1
180,natalie-johnson,5586,638.66,1075,2024-05-12,3
181,samantha-morgan,10454,1516.34,462,2023-06-16,4
182,catherine-williams,15505,1636.07,986,2024-07-21,18
183,nicholas-boyer,2929,1387.73,137,2023-02-12,15
184,michelle-collins,15097,1230.4,275,2024-01-24,11
185,renee-douglas,8914,1157.69,1122,2024-06-03,18
186,sarah-johnston,14918,952.95,461,2023-08-12,8
187,teresa-brown,7124,314.99,1193,2024-01-07,2
188,david-massey,13430,1861.22,545,2024-07-25,4
189,latasha-price,8550,514.61,1234,2024-04-21,8
190,catherine-sims,7753,407.87,1120,2024-03-02,13
191,nicholas-gray,14649,739.87,218,2023-10-04,15
192,noah-owens,8136,1994.96,1046,2024-02-15,6
193,mrs.-rachel-maynard,12848,613.87,388,2023-10-16,17
194,randy-poole,4473,316.88,1107,2024-06-02,4
195,cory-hall,9487,1465.07,512,2023-01-15,15
196,natasha-caldwell,11292,1694.45,705,2022-11-10,8
197,keith-rodriguez,3860,1716.17,828,2023-11-29,19
198,marie-olson-dvm,7011,383.95,939,2024-04-26,6
199,dana-lyons,14640,286.79,623,2024-01-24,2
200,christopher-young,11770,1283.41,629,2023-06-06,13
201,jessica-jones,10459,715.77,1074,2023-09-12,9
202,sherry-wang,3796,751.21,857,2023-06-17,13
203,gregory-payne,5145,465.11,191,2023-12-27,19
204,derek-smith,12595,205.79,554,2024-02-12,17
205,colin-brady,2228,419.25,1001,2024-08-27,9
206,ronald-weber,5173,427.7,644,2024-08-19,13
207,sherri-cole,14715,455.93,1137,2022-09-28,7
208,christopher-reynolds,11726,80.26,159,2023-12-19,2
209,amber-johnson,10161,1869.23,1225,2023-08-26,19
210,hunter-ross,10944,371.76,438,2022-10-09,3
211,margaret-stanton,12868,1546.78,606,2023-09-06,4
212,david-campbell,11781,137.97,725,2022-12-11,10
213,peter-hall,6315,1887.74,1217,2024-01-07,2
214,patrick-berger,1136,1953.92,631,2023-02-13,18
215,andrea-waters,174,909.71,1092,2024-08-29,3
216,patrick-horn,4547,332.72,975,2023-04-09,18
217,corey-ray,3222,59.29,1050,2023-07-16,12
218,tonya-taylor,2055,555.02,215,2022-10-26,5
219,ashley-butler-md,2009,1740.67,1060,2024-07-21,2
220,beth-moran,6101,698.24,515,2024-05-16,15
221,christopher-estrada,5211,502.98,971,2023-12-22,3
222,erik-peterson,4880,913.65,1116,2023-08-12,15
223,april-pierce,14893,1005.46,595,2022-09-21,18
224,bethany-wright,15360,391.04,475,2024-05-03,19
225,michael-reed,15221,377.89,1201,2023-08-14,7
226,michael-deleon,8999,1005.5,410,2023-09-27,8
227,julia-williamson,15875,1521.7,490,2023-07-11,3
228,pedro-young,2434,861.95,456,2022-10-05,17
229,elaine-mayer,1260,1001.8,665,2024-05-12,14
230,nancy-daniels,15573,1615.93,632,2023-05-01,5
231,elizabeth-butler,8477,724.09,356,2023-10-13,18
232,dr.-brooke-smith,218,1330.8,817,2022-12-27,19
233,wendy-christian,11183,974.11,790,2023-10-10,9
234,kenneth-dawson,6028,1426.53,200,2023-10-12,3
235,daniel-carrillo,9118,1774.95,393,2023-12-26,14
236,yesenia-brown,16172,372.59,577,2024-02-17,15
237,john-brewer,12277,1561.28,663,2024-01-28,6
238,barbara-york,1921,877.87,212,2022-09-14,12
239,anthony-tucker,3776,1334.61,163,2024-01-26,13
240,caitlyn-white,5998,1046.52,291,2022-11-23,13
241,jonathan-turner,14993,1411.16,1081,2022-11-04,17
242,margaret-olson,1145,1917.49,1080,2023-08-05,8
243,jose-watts,148,1224.42,528,2023-12-06,9
244,james-rodriguez,7490,979.15,749,2024-04-28,5
245,frank-adams,7567,703.78,1102,2024-06-18,13
246,herbert-hood,9442,591.05,1003,2023-08-02,3
247,jeremy-valdez,1158,574.89,764,2023-04-09,16
248,richard-cox,2189,369.02,868,2023-11-04,2
249,michael-taylor-md,13763,1296.05,635,2022-11-10,20
250,lisa-miranda,1824,187.94,1092,2023-01-11,14
251,alicia-rodriguez,2890,472.13,1088,2024-07-14,4
252,sean-ayers,8462,1337.19,1169,2023-08-27,2
253,barbara-hoover,5592,1245.85,154,2023-07-07,18
254,nicole-waters,12202,1633.0,931,2024-08-15,13
255,michael-rojas,8786,290.26,434,2023-08-06,20
256,pedro-garrett,13844,1483.79,394,2023-03-14,13
257,ashley-morris,4998,1217.13,888,2023-10-03,19
258,crystal-vazquez,15144,427.57,1030,2024-03-30,18
259,anna-mathis,7566,968.23,218,2022-10-15,5
260,kristina-harding,12992,1579.18,1034,2022-09-09,19
261,paula-sellers,11696,793.25,578,2023-02-24,4
262,renee-jones,158,301.19,1158,2024-01-01,5
263,cynthia-ford,9606,704.98,926,2024-04-03,4
264,robert-moore,1104,866.01,988,2024-08-21,3
265,steven-garrett,678,1443.9,1185,2024-08-14,2
266,richard-gonzales,11049,510.86,168,2023-02-17,4
267,gerald-moon,10152,426.01,442,2023-11-19,17
268,cheryl-rogers,6279,1149.37,787,2024-04-11,19
269,brian-white,4186,1223.69,763,2023-06-15,8
270,joshua-baker,12554,1667.83,650,2023-04-14,15
271,caitlin-jacobs,3986,424.61,568,2023-04-16,2
272,hailey-marshall,12913,1560.06,557,2024-03-25,13
273,krystal-rush,13331,1151.3,276,2023-06-21,16
274,aaron-wallace,3742,1377.79,147,2023-12-09,18
275,samantha-arnold,2479,212.09,1145,2023-02-21,14
276,larry-parsons,15360,1136.05,600,2024-08-16,2
277,shelly-smith,14985,358.22,721,2022-09-12,2
278,alex-ball,7040,1166.14,214,2024-05-07,3
279,hannah-haley,1761,1391.23,1226,2024-02-13,18
280,dr.-mary-smith-dds,6222,735.1,1085,2022-11-16,5
281,alexandra-armstrong,10607,461.39,825,2024-02-25,20
282,angela-stevens,13076,1624.16,1185,2022-12-08,14
283,justin-mullen,5058,585.68,1016,2022-11-12,2
284,maria-norton,15969,451.95,886,2022-11-28,11
285,jordan-allen,5825,1284.99,272,2023-10-28,3
286,roy-williams,10123,1787.28,228,2024-07-21,1
287,ann-adams,14922,859.56,315,2024-05-29,18
288,john-jones,1724,641.83,507,2023-12-04,8
289,sean-wright,15796,278.75,152,2022-10-18,14
290,heather-beasley,4295,1751.63,151,2024-05-14,18
291,crystal-soto,3572,672.7,378,2022-09-26,3
292,alyssa-mcneil,2615,1165.67,1138,2024-08-14,16
293,richard-miller,13898,1695.51,386,2023-03-26,3
294,christina-adams,2397,1626.27,1228,2024-05-04,16
295,kyle-carson,7971,303.34,1104,2023-01-23,8
296,thomas-ritter,3751,763.67,470,2024-08-09,14
297,suzanne-stevens,359,1857.17,1156,2024-08-16,5
298,richard-scott,5864,959.39,1166,2024-04-22,7
299,thomas-simon,13262,726.37,522,2022-12-16,4
300,laura-benton,425,141.71,266,2024-02-05,1
301,stephanie-delgado,274,186.86,1031,2023-07-03,19
302,thomas-spencer,5560,501.64,1171,2023-11-01,4
303,anthony-jackson,6803,362.9,217,2022-09-28,7
304,jacqueline-garcia,9076,1417.58,827,2024-05-14,5
305,linda-mccall,13899,280.73,895,2023-01-16,9
306,joel-scott,11167,1937.88,172,2022-12-09,19
307,kenneth-nguyen,7629,1887.29,1187,2024-05-27,6
308,rachel-perez,7066,563.65,1202,2023-07-20,11
309,denise-jones,5117,156.88,1158,2024-01-08,4
310,ruth-johnson,6978,799.87,652,2023-12-09,18
311,aaron-johnson,4709,177.82,141,2023-06-19,15
312,shane-oconnor,15655,737.41,329,2023-10-15,3
313,terry-cooper,14714,1346.38,545,2023-06-23,12
314,samantha-brown,4850,1202.97,426,2023-11-03,6
315,kelly-davis,14994,1027.61,1002,2022-12-06,14
316,heidi-patel,12974,366.58,241,2024-01-19,12
317,mrs.-natalie-wagner,3825,1778.82,727,2024-07-13,2
318,david-hoffman,6028,279.35,971,2023-08-06,15
319,kenneth-turner,14783,1975.83,288,2023-03-19,18
320,colleen-jackson,4303,1548.65,201,2022-12-16,4
321,nancy-barnes,3287,1326.99,1023,2022-10-02,17
322,carly-lopez,11198,1520.28,528,2023-04-29,14
323,holly-kelley,8043,69.82,724,2024-07-15,17
324,thomas-weiss,10740,1576.75,285,2023-08-29,18
325,dustin-young,7308,331.24,744,2022-10-29,3
326,jackson-mathews,5722,48.83,712,2022-11-02,15
327,heidi-mayer,10512,438.32,516,2024-07-29,7
328,steven-wright,5083,1179.54,647,2023-01-11,19
329,mary-gibbs,13955,80.62,979,2022-11-20,18
330,robert-horton,337,290.03,380,2023-08-22,5
331,maria-jensen,6923,167.6,526,2022-11-27,17
332,julia-buck,1335,1928.42,684,2024-08-29,13
333,willie-pacheco,11810,1708.41,791,2022-10-17,16
334,shelly-hubbard,8725,728.96,344,2023-06-04,5
335,dustin-bell,16076,783.9,1013,2022-09-11,18
336,timothy-coleman,711,1502.11,797,2022-09-28,13
337,derek-taylor,6070,1081.58,1056,2023-04-11,3
338,kara-dyer,5653,209.94,617,2024-07-04,8
339,william-rice,4865,285.16,146,2023-12-08,12
340,vanessa-andrade,12063,1257.13,844,2023-10-08,16
341,andrew-diaz-md,4134,204.67,572,2022-09-17,20
342,robert-garza,5387,495.9,485,2022-10-01,15
343,tonya-harper,3087,200.74,680,2024-03-23,15
344,christopher-stewart,8799,2001.97,985,2024-08-29,16
345,renee-baker,583,1023.8,439,2024-08-16,6
346,edwin-cantrell-dds,1825,1069.21,407,2024-01-30,13
347,ryan-smith,6037,1904.3,850,2023-04-14,15
348,angela-woods,13145,662.58,1048,2023-10-02,18
349,james-walsh,9945,687.38,172,2024-02-14,5
350,michelle-love,15416,1353.17,1138,2023-02-15,12
351,bryan-berry,11958,664.65,415,2024-03-23,4
352,tammy-moore,9783,660.85,689,2024-04-01,11
353,timothy-butler,3057,106.75,405,2023-06-17,8
354,brandon-carter,12895,539.22,565,2024-06-15,4
355,danielle-watson,3686,271.48,802,2024-08-21,3
356,mary-estrada,5492,865.04,1159,2022-09-18,9
357,heather-west,14743,1303.2,126,2022-10-01,20
358,william-smith,1710,914.03,208,2023-03-01,15
359,logan-caldwell,9512,146.91,443,2024-04-07,5
360,sarah-daniel,6027,1920.54,948,2022-11-11,18
361,lisa-simmons,10912,1073.19,861,2023-12-06,11
362,erik-jones,9547,1435.23,219,2022-12-21,5
363,david-brown,2381,1015.12,1038,2023-01-02,16
364,randy-weeks,13469,1737.77,825,2024-03-13,11
365,russell-murphy,13797,1158.9,1080,2023-09-01,10
366,michael-carrillo,10680,485.01,768,2023-05-07,4
367,erika-rivera,1549,1379.16,1106,2023-07-09,13
368,martha-reed,13813,1519.18,308,2022-12-13,1
369,jamie-pitts,8862,901.79,1178,2023-03-10,2
370,charles-berg,7934,1602.44,1159,2023-01-03,17
371,sean-jensen,12402,812.71,573,2024-02-02,9
372,daniel-oneill,2268,1754.58,489,2022-12-04,19
373,savannah-stewart,9180,525.81,304,2023-09-25,16
374,john-miller,14797,1309.46,1180,2023-12-19,15
375,paul-edwards,14744,760.57,967,2022-12-09,17
376,john-martinez,2210,969.22,648,2024-03-08,2
377,joseph-lopez,6942,947.72,384,2024-01-12,15
378,allison-franklin,10134,567.28,580,2023-04-15,20
379,donald-buchanan,5853,1569.87,176,2023-11-12,10
380,paul-barr,5078,1643.19,337,2023-09-08,13
381,bethany-hall,12394,1814.12,348,2022-12-13,16
382,cheryl-blackwell,11245,1566.41,208,2024-07-16,19
383,laura-david,9421,1635.14,1035,2023-03-24,19
384,thomas-murphy,2949,1965.15,1123,2023-03-31,12
385,brittney-juarez,12487,912.05,622,2022-10-24,12
386,dwayne-rodriguez,3839,1653.73,194,2024-05-28,4
387,donna-garrett,11135,54.17,275,2023-07-17,20
388,juan-palmer,13959,814.54,557,2023-01-16,17
389,anthony-harris,9632,717.09,1170,2024-01-11,3
390,anthony-zhang,12607,308.18,542,2022-10-05,12
391,james-duran,5010,1590.63,976,2022-10-09,1
392,mr.-tracy-bender,502,1280.24,295,2023-08-11,13
393,roy-ware,11930,1990.69,878,2023-07-16,14
394,jason-george,13915,1785.63,613,2023-04-27,14
395,desiree-lee,12091,1624.65,575,2024-05-18,12
396,cassandra-russell,8116,1220.48,303,2024-04-23,2
397,melissa-brown,10431,1536.75,1090,2023-07-25,9
398,courtney-fox,1263,600.83,766,2024-03-27,17
399,hannah-ryan,204,147.63,616,2023-10-26,4
400,kristen-smith,12720,519.19,543,2024-05-24,16
401,stephanie-webb,16199,656.73,443,2023-04-12,14
402,chelsey-potts,14690,715.47,529,2022-12-29,12
403,michael-garcia,10981,988.86,1076,2022-11-19,5
404,mrs.-mary-small,7164,234.73,695,2024-07-24,4
405,eric-adams,14119,1317.97,1120,2023-01-10,8
406,james-grant,7443,790.75,927,2024-08-18,12
407,matthew-simmons,14154,1374.78,789,2024-05-07,2
408,kristina-morales,747,388.17,1016,2024-03-13,9
409,abigail-smith,10035,692.78,339,2023-10-30,17
410,morgan-parker,15853,1375.63,535,2023-12-31,12
411,danielle-mathews,12502,538.61,743,2023-06-17,20
412,derrick-patel,542,418.5,667,2024-02-03,6
413,cathy-bennett,11246,1115.97,652,2023-07-30,19
414,michele-smith-md,5897,1303.33,163,2024-02-09,11
415,daniel-miller,13622,78.65,257,2023-06-07,20
416,leroy-rogers,8978,1658.53,850,2022-11-05,10
417,brian-bailey,8079,319.32,280,2023-04-26,3
418,victoria-vega-dvm,7455,453.25,1089,2023-10-03,12
419,jason-hernandez,8038,570.5,454,2023-04-27,18
420,jeffrey-ali,14680,203.86,226,2024-03-22,6
421,mark-boyd,1399,24.99,379,2023-10-19,10
422,monica-rivera,8772,1261.57,1165,2024-04-30,7
423,pamela-underwood,12969,1837.9,675,2023-05-29,2
424,paul-powell,11304,53.71,614,2023-07-10,13
425,paula-schmidt,5322,611.92,999,2024-07-22,7
426,carol-solis,7062,1971.93,492,2022-10-27,15
427,michael-cruz,8849,867.58,1022,2024-06-18,18
428,dan-adams,2695,1754.39,712,2023-04-01,14
429,kenneth-thomas,1291,54.6,463,2023-05-27,9
430,sarah-wiley,10214,809.93,572,2023-02-27,11
431,isabel-hernandez,7282,970.11,388,2023-02-03,13
432,christopher-pena,260,457.71,755,2024-05-28,11
433,logan-allison,13900,821.95,359,2023-02-11,16
434,troy-hernandez,9012,1656.49,284,2023-09-18,14
435,michael-benson-dds,10228,1353.41,785,2023-09-10,5
436,stephen-pope,11010,1421.3,897,2023-05-21,8
437,christian-tran,14431,1579.46,892,2022-11-15,6
438,todd-fernandez,11336,1994.74,258,2023-05-09,10
439,shawn-reese,5440,1226.29,143,2023-08-04,12
440,megan-bell,12927,739.57,1143,2024-04-25,5
441,jeffery-lucero,2298,672.69,763,2023-12-22,12
442,kevin-solomon,3011,478.43,334,2023-04-15,12
443,shawn-rodriguez,10856,337.14,393,2024-07-11,15
444,ryan-barber,15748,740.96,640,2023-10-31,17
445,travis-gardner,4659,1181.51,561,2022-11-11,4
446,cynthia-li,9230,682.56,570,2023-07-12,1
447,stephanie-davis,16064,1790.96,184,2023-07-16,8
448,joseph-williams,1644,1194.2,822,2024-03-29,5
449,teresa-austin,5083,1953.04,694,2022-09-13,15
450,sarah-gill,15806,457.57,738,2022-11-24,14
451,maria-tucker,1570,152.07,1204,2022-12-17,12
452,dana-ruiz,1308,908.98,442,2024-04-29,12
453,cassidy-smith,4238,700.29,1191,2023-11-28,13
454,cheryl-owens,15026,1318.7,1141,2023-05-03,2
455,isaac-henderson,2197,350.4,268,2024-03-11,8
456,david-bishop,4719,1633.22,132,2023-03-20,11
457,anthony-frank,15109,1417.64,692,2024-07-13,8
458,lisa-bowman,7206,49.84,360,2024-01-14,10
459,lauren-woods,5629,1134.59,1207,2024-03-24,12
460,justin-trevino,13403,1821.12,339,2024-05-30,3
461,mr.-christian-brown,7264,1518.38,1056,2023-05-23,9
462,kelly-martin,7124,1228.61,1054,2023-06-09,8
463,rachel-adams,9575,467.5,816,2024-01-10,7
464,mary-miller,15579,238.23,872,2022-09-27,1
465,kaylee-sparks,736,165.62,1064,2024-05-17,10
466,keith-stein,11057,658.44,791,2022-09-21,18
467,melinda-gonzales,8428,1783.78,1146,2023-06-17,2
468,vanessa-griffith,13030,548.97,462,2022-12-27,15
469,sandra-roy,9420,1221.76,1060,2024-07-01,14
470,kevin-carter,8584,1749.46,427,2023-04-27,12
471,john-ball,5908,339.3,855,2024-01-18,9
472,michael-smith,11353,968.74,552,2024-05-02,15
473,alejandro-lynch,14396,1803.62,814,2023-02-10,17
474,julia-williams,10417,271.34,932,2023-01-30,3
475,alexis-oconnell,11431,763.6,1000,2023-02-20,17
476,allison-james,9801,706.49,854,2022-09-25,17
477,austin-barron,10384,926.76,509,2023-10-07,20
478,wendy-calhoun,14293,361.23,341,2023-08-11,14
479,william-berg,4316,46.71,385,2022-10-31,3
480,brian-greene,4336,737.78,712,2022-12-08,5
481,david-scott,10362,1960.65,1168,2024-05-05,12
482,robert-vasquez,13038,352.02,283,2023-06-23,15
483,jennifer-lara,1712,515.86,1128,2023-04-11,11
484,steven-bishop,3162,1846.73,1172,2023-01-16,4
485,noah-freeman,8327,1276.09,645,2022-11-03,8
486,donna-gomez,4524,1719.77,762,2023-02-13,13
487,christopher-moore,4361,581.4,408,2023-06-21,1
488,robert-sharp,13449,592.8,799,2023-04-28,3
489,stephen-stephenson,6042,404.47,999,2023-12-23,3
490,alan-nielsen,10193,758.69,1203,2023-10-23,15
491,dale-rodriguez,4577,824.28,388,2024-01-18,8
492,kaitlyn-wilson,10128,153.85,1001,2023-08-05,10
493,melissa-edwards,14091,1000.54,1067,2024-07-22,8
494,alicia-graham,12350,1468.87,366,2023-09-11,8
495,jacob-kim,12387,537.87,1182,2023-07-05,12
496,douglas-houston-md,7905,255.09,212,2023-01-27,11
497,james-butler,2937,1952.48,999,2024-07-21,17
